Month,Receiver_District,Receiver_Stress,Donor_District,Donor_Stress,Priority
Oct,indore,2.08,south,0.27,CRITICAL
Oct,sagar,2.08,akola,0.27,CRITICAL
Oct,kalahandi,2.08,tirupathur,0.27,CRITICAL
Oct,tarn taran,2.08,purba bardhaman,0.27,CRITICAL
Oct,pune,2.08,udupi,0.27,CRITICAL
Oct,nagaon,2.08,bhind,0.27,CRITICAL
Oct,kathua,2.08,darbhanga,0.27,CRITICAL
Oct,thiruvananthapuram,2.08,jalpaiguri,0.27,CRITICAL
Oct,tenkasi,2.08,tiruvannamalai,0.27,CRITICAL
Oct,krishna,2.07,chhatrapati sambhajinagar,0.27,CRITICAL
Oct,pathankot,2.07,shahdol,0.27,CRITICAL
Oct,east garo hills,2.07,shivamogga,0.27,CRITICAL
Oct,purbi champaran,2.07,bajali,0.27,CRITICAL
Oct,bhilwara,2.07,south east,0.27,CRITICAL
Oct,khagaria,2.07,anakapalli,0.27,CRITICAL
Oct,pashchim champaran,2.07,gaya,0.27,CRITICAL
Oct,tawang,2.07,madurai,0.27,CRITICAL
Oct,jayashankar bhupalapally,2.07,ernakulam,0.27,CRITICAL
Oct,bishnupur,2.07,barmer,0.27,CRITICAL
Oct,darrang,2.07,mumbai suburban,0.27,CRITICAL
Oct,dungarpur,2.07,anuppur,0.27,CRITICAL
Oct,hailakandi,2.07,surat,0.27,CRITICAL
Oct,sitapur,2.07,dhenkanal,0.27,CRITICAL
Oct,chikkaballapura,2.07,jamui,0.27,CRITICAL
Oct,east siang,2.07,palakkad,0.27,CRITICAL
Oct,hooghly,2.07,uttara kannada,0.27,CRITICAL
Oct,nalgonda,2.07,reasi,0.27,CRITICAL
Oct,khandwa (east nimar),2.07,kurnool,0.27,CRITICAL
Oct,madhubani,2.07,bandipora,0.27,CRITICAL
Oct,mahabubnagar,2.07,prakasam,0.28,CRITICAL
Oct,mauganj,2.07,darrang,0.28,CRITICAL
Oct,koppal,2.07,gurugram,0.28,CRITICAL
Oct,bengaluru urban,2.07,tiruppur,0.28,CRITICAL
Oct,kallakurichi,2.07,bara banki,0.28,CRITICAL
Oct,fatehabad,2.07,west godavari,0.28,CRITICAL
Oct,jayashankar bhupalapally,2.07,dehradun,0.28,CRITICAL
Oct,marigaon,2.07,khagaria,0.28,CRITICAL
Oct,deoghar,2.07,north and middle andaman,0.28,CRITICAL
Oct,chandel,2.07,balodabazar bhatapara,0.28,CRITICAL
Oct,hazaribagh,2.07,bargarh,0.28,CRITICAL
Oct,shahjahanpur,2.07,nanded,0.28,CRITICAL
Oct,churu,2.06,dangs,0.28,CRITICAL
Oct,pali,2.06,south andaman,0.28,CRITICAL
Oct,jangaon,2.06,jabalpur,0.28,CRITICAL
Oct,simdega,2.06,kamrup,0.28,CRITICAL
Oct,panna,2.06,kolar,0.28,CRITICAL
Oct,bagalkote,2.06,meerut,0.28,CRITICAL
Oct,west garo hills,2.06,mahisagar,0.28,CRITICAL
Oct,surguja,2.06,east garo hills,0.28,CRITICAL
Oct,nanded,2.06,rajkot,0.28,CRITICAL
Oct,ahilyanagar,2.06,thrissur,0.28,CRITICAL
Oct,bhagalpur,2.06,gadchiroli,0.28,CRITICAL
Oct,burhanpur,2.06,agar malwa,0.28,CRITICAL
Oct,north garo hills,2.06,kaimur (bhabua),0.28,CRITICAL
Oct,deogarh,2.06,nawada,0.28,CRITICAL
Oct,gondia,2.06,kohima,0.28,CRITICAL
Oct,sonipat,2.06,nandyal,0.28,CRITICAL
Oct,ananthapuramu,2.06,ahmedabad,0.28,CRITICAL
Oct,erode,2.06,balasore,0.28,CRITICAL
Oct,suryapet,2.06,s.a.s nagar,0.28,CRITICAL
Oct,kushinagar,2.06,khowai,0.28,CRITICAL
Oct,lunglei,2.06,vellore,0.28,CRITICAL
Oct,ranchi,2.06,faridabad,0.28,CRITICAL
Oct,kullu,2.06,perambalur,0.28,CRITICAL
Oct,longding,2.06,tikamgarh,0.28,CRITICAL
Oct,surguja,2.06,salem,0.28,CRITICAL
Oct,jaipur,2.06,south west,0.28,CRITICAL
Oct,moga,2.06,sas nagar,0.28,CRITICAL
Oct,sepahijala,2.05,madhepura,0.28,CRITICAL
Oct,valsad,2.05,kendrapara,0.28,CRITICAL
Oct,vizianagaram,2.05,tinsukia,0.28,CRITICAL
Oct,bongaigaon,2.05,bijnor,0.28,CRITICAL
Oct,krishnagiri,2.05,washim,0.29,CRITICAL
Oct,jhajjar,2.05,pandhurna,0.29,CRITICAL
Oct,baramulla,2.05,mauganj,0.29,CRITICAL
Oct,malkangiri,2.05,manendragarh-chirmiri-bharatpur,0.29,CRITICAL
Oct,palakkad,2.05,eastern west khasi hills,0.29,CRITICAL
Oct,sukma,2.05,eastern west khasi hills,0.29,CRITICAL
Oct,dakshina kannada,2.05,mohla-manpur-ambagarh chouki,0.29,CRITICAL
Oct,khagaria,2.05,vizianagaram,0.29,CRITICAL
Oct,nanded,2.05,siddharthnagar,0.29,CRITICAL
Oct,purnia,2.05,purbi champaran,0.29,CRITICAL
Oct,madhubani,2.05,prakasam,0.29,CRITICAL
Oct,vidisha,2.05,kottayam,0.29,CRITICAL
Oct,vikarabad,2.05,sepahijala,0.29,CRITICAL
Oct,solan,2.05,jehanabad,0.29,CRITICAL
Oct,goalpara,2.05,botad,0.29,CRITICAL
Oct,chhatrapati sambhajinagar,2.05,sawai madhopur,0.29,CRITICAL
Oct,gondia,2.05,visakhapatnam,0.29,CRITICAL
Oct,pauri garhwal,2.05,alipurduar,0.29,CRITICAL
Oct,hisar,2.05,sangareddy,0.29,CRITICAL
Oct,jaipur,2.05,changlang,0.29,CRITICAL
Oct,mungeli,2.05,kurnool,0.29,CRITICAL
Oct,angul,2.05,west,0.29,CRITICAL
Oct,narsimhapur,2.05,krishnagiri,0.29,CRITICAL
Oct,ashoknagar,2.04,davanagere,0.29,CRITICAL
Oct,namakkal,2.04,palghar,0.29,CRITICAL
Oct,jaunpur,2.04,deogarh,0.29,CRITICAL
Oct,ganderbal,2.04,raipur,0.29,CRITICAL
Oct,ganderbal,2.04,buldhana,0.29,CRITICAL
Oct,dharashiv,2.04,baramulla,0.29,CRITICAL
Oct,bongaigaon,2.04,siwan,0.29,CRITICAL
Oct,kupwara,2.04,panna,0.29,CRITICAL
Oct,banka,2.04,idukki,0.29,CRITICAL
Oct,anuppur,2.04,agar-malwa,0.29,CRITICAL
Oct,west khasi hills,2.04,nayagarh,0.29,CRITICAL
Oct,kumuram bheem asifabad,2.04,aurangabad,0.29,CRITICAL
Oct,uttarkashi,2.04,karimnagar,0.29,CRITICAL
Oct,kendrapara,2.04,lakhisarai,0.29,CRITICAL
Oct,siwan,2.04,arvalli,0.29,CRITICAL
Oct,farrukhabad,2.04,hanumakonda,0.29,CRITICAL
Oct,darbhanga,2.04,dimapur,0.29,CRITICAL
Oct,lunglei,2.04,tarn taran,0.29,CRITICAL
Oct,kachchh,2.04,west karbi anglong,0.29,CRITICAL
Oct,vadodara,2.04,alluri sitharama raju,0.29,CRITICAL
Oct,jalaun,2.04,araria,0.29,CRITICAL
Oct,mumbai suburban,2.04,dindigul,0.29,CRITICAL
Oct,upper siang,2.04,darjeeling,0.29,CRITICAL
Oct,kullu,2.04,ghaziabad,0.29,CRITICAL
Oct,theni,2.04,warangal,0.29,CRITICAL
Oct,jajpur,2.04,sagar,0.3,CRITICAL
Oct,karauli,2.04,jalna,0.3,CRITICAL
Oct,dhamtari,2.04,sas nagar,0.3,CRITICAL
Oct,chamarajanagar,2.04,gaurela pendra marwahi,0.3,CRITICAL
Oct,rajnandgaon,2.04,kushinagar,0.3,CRITICAL
Oct,rajkot,2.04,wardha,0.3,CRITICAL
Oct,ukhrul,2.04,paschim medinipur,0.3,CRITICAL
Oct,boudh,2.04,purnia,0.3,CRITICAL
Oct,shravasti,2.04,jagatsinghapur,0.3,CRITICAL
Oct,jalore,2.03,aurangabad,0.3,CRITICAL
Oct,kendrapara,2.03,nizamabad,0.3,CRITICAL
Oct,tirunelveli,2.03,chamoli,0.3,CRITICAL
Oct,mamit,2.03,singrauli,0.3,CRITICAL
Oct,sehore,2.03,morbi,0.3,CRITICAL
Oct,yadadri bhuvanagiri,2.03,sarangarh bilaigarh,0.3,CRITICAL
Oct,yadadri bhuvanagiri,2.03,dewas,0.3,CRITICAL
Oct,darrang,2.03,guna,0.3,CRITICAL
Oct,kolasib,2.03,jorhat,0.3,CRITICAL
Oct,wayanad,2.03,kannur,0.3,CRITICAL
Oct,patiala,2.03,west siang,0.3,CRITICAL
Oct,moradabad,2.03,banka,0.3,CRITICAL
Oct,koppal,2.03,deeg,0.3,CRITICAL
Oct,lakhimpur,2.03,bajali,0.3,CRITICAL
Oct,barmer,2.03,palnadu,0.3,CRITICAL
Oct,kinnaur,2.03,phek,0.3,CRITICAL
Oct,jehanabad,2.03,gurdaspur,0.3,CRITICAL
Oct,sultanpur,2.03,gandhinagar,0.3,CRITICAL
Oct,coimbatore,2.03,jhargram,0.3,CRITICAL
Oct,shivamogga,2.03,budaun,0.3,CRITICAL
Oct,balrampur,2.03,nellore,0.3,CRITICAL
Oct,palamu,2.03,mayiladuthurai,0.3,CRITICAL
Oct,bandipora,2.03,east kameng,0.3,CRITICAL
Oct,bhandara,2.03,kheri,0.3,CRITICAL
Oct,kannur,2.03,peren,0.3,CRITICAL
Oct,gariyaband,2.03,sri potti sriramulu nellore,0.3,CRITICAL
Oct,shamli,2.03,saran,0.3,CRITICAL
Oct,bathinda,2.03,kasaragod,0.3,CRITICAL
Oct,chitradurga,2.03,janjgir champa,0.3,CRITICAL
Oct,chikkaballapura,2.03,sonipat,0.3,CRITICAL
Oct,dhule,2.03,khandwa east nimar,0.3,CRITICAL
Oct,umaria,2.02,krishna,0.31,CRITICAL
Oct,samastipur,2.02,kottayam,0.31,CRITICAL
Oct,jashpur,2.02,ballari,0.31,CRITICAL
Oct,dhalai,2.02,navsari,0.31,CRITICAL
Oct,barmer,2.02,budaun,0.31,CRITICAL
Oct,south,2.02,panchkula,0.31,CRITICAL
Oct,balaghat,2.02,pathanamthitta,0.31,CRITICAL
Oct,sabar kantha,2.02,sabar kantha,0.31,CRITICAL
Oct,south west garo hills,2.02,tapi,0.31,CRITICAL
Oct,south west garo hills,2.02,hapur,0.31,CRITICAL
Oct,faridabad,2.02,gandhinagar,0.31,CRITICAL
Oct,gwalior,2.02,medak,0.31,CRITICAL
Oct,sambalpur,2.02,baran,0.31,CRITICAL
Oct,jorhat,2.02,longleng,0.31,CRITICAL
Oct,singrauli,2.02,manendragarh chirmiri bharatpur,0.31,CRITICAL
Oct,alipurduar,2.02,chhotaudepur,0.31,CRITICAL
Oct,wardha,2.02,lawngtlai,0.31,CRITICAL
Oct,nuapada,2.02,shamator,0.31,CRITICAL
Oct,thiruvallur,2.02,goalpara,0.31,CRITICAL
Oct,kupwara,2.02,shivpuri,0.31,CRITICAL
Oct,sundargarh,2.02,dakshina kannada,0.31,CRITICAL
Oct,mirzapur,2.02,chandigarh,0.31,CRITICAL
Oct,keonjhar,2.02,thrissur,0.31,CRITICAL
Oct,balaghat,2.02,jajpur,0.31,CRITICAL
Oct,medak,2.02,durg,0.31,CRITICAL
Oct,charkhi dadri,2.01,tumakuru,0.31,CRITICAL
Oct,jagtial,2.01,pulwama,0.31,CRITICAL
Oct,narmadapuram,2.01,mohla manpur ambagarh chouki,0.31,CRITICAL
Oct,golaghat,2.01,idukki,0.31,CRITICAL
Oct,narsimhapur,2.01,katihar,0.31,CRITICAL
Oct,bathinda,2.01,maihar,0.31,CRITICAL
Oct,khammam,2.01,namsai,0.31,CRITICAL
Oct,balodabazar-bhatapara,2.01,perambalur,0.31,CRITICAL
Oct,mumbai suburban,2.01,jammu,0.31,CRITICAL
Oct,imphal west,2.01,mohla manpur ambagarh chouki,0.31,CRITICAL
Oct,rae bareli,2.01,east garo hills,0.31,CRITICAL
Oct,papum pare,2.01,pandhurna,0.31,CRITICAL
Oct,dibrugarh,2.01,shamli,0.31,CRITICAL
Oct,mathura,2.01,purnia,0.31,CRITICAL
Oct,cuddalore,2.01,alappuzha,0.31,CRITICAL
Oct,kamrup,2.01,pakur,0.31,CRITICAL
Oct,lakhisarai,2.01,raigarh,0.31,CRITICAL
Oct,kottayam,2.01,balrampur-ramanujganj,0.31,CRITICAL
Oct,balodabazar-bhatapara,2.01,south goa,0.31,CRITICAL
Oct,buxar,2.01,narayanpet,0.31,CRITICAL
Oct,rampur,2.01,shajapur,0.31,CRITICAL
Oct,meerut,2.01,dhemaji,0.31,CRITICAL
Oct,sonipat,2.01,samba,0.31,CRITICAL
Oct,senapati,2.01,malkangiri,0.31,CRITICAL
Oct,yadgir,2.0,east siang,0.31,CRITICAL
Oct,ludhiana,2.0,zunheboto,0.31,CRITICAL
Oct,saraikela kharsawan,2.0,guntur,0.31,CRITICAL
Oct,banka,2.0,eluru,0.31,CRITICAL
Oct,dharwad,2.0,haveri,0.32,CRITICAL
Oct,pakur,2.0,mumbai,0.32,CRITICAL
Oct,north and middle andaman,2.0,gopalganj,0.32,HIGH
Oct,bapatla,2.0,deeg,0.32,HIGH
Oct,pithoragarh,2.0,goalpara,0.32,HIGH
Oct,ranipet,2.0,pathanamthitta,0.32,HIGH
Oct,rayagada,2.0,dahod,0.32,HIGH
Oct,majuli,2.0,mahabubnagar,0.32,HIGH
Oct,gaurela-pendra-marwahi,2.0,gondia,0.32,HIGH
Oct,gaurela-pendra-marwahi,2.0,west kameng,0.32,HIGH
Oct,konaseema,2.0,kaimur (bhabua),0.32,HIGH
Oct,deeg,2.0,satna,0.32,HIGH
Oct,tseminyu,2.0,birbhum,0.32,HIGH
Oct,mulugu,2.0,kozhikode,0.32,HIGH
Oct,noklak,2.0,siang,0.32,HIGH
Oct,peren,2.0,narayanpur,0.32,HIGH
Oct,hathras,2.0,sarangarh bilaigarh,0.32,HIGH
Oct,kannauj,2.0,mohla-manpur-ambagarh chouki,0.32,HIGH
Oct,manendragarh-chirmiri-bharatpur,2.0,diu,0.32,HIGH
Oct,kaimur (bhabua),2.0,yadgir,0.32,HIGH
Oct,lower siang,2.0,uttara kannada,0.32,HIGH
Oct,lower dibang valley,2.0,shahdara,0.32,HIGH
Oct,lower siang,2.0,sheopur,0.32,HIGH
Oct,saitual,2.0,kallakurichi,0.32,HIGH
Oct,saitual,2.0,kannur,0.32,HIGH
Oct,saitual,2.0,shopian,0.32,HIGH
Oct,pakke kessang,2.0,jiribam,0.32,HIGH
Oct,tamulpur,2.0,east godavari,0.32,HIGH
Oct,longding,2.0,samastipur,0.32,HIGH
Oct,pakke kessang,2.0,karbi anglong,0.32,HIGH
Oct,pakke kessang,2.0,etah,0.32,HIGH
Oct,jaintia hills,2.0,darbhanga,0.32,HIGH
Oct,jaintia hills,2.0,uttarkashi,0.32,HIGH
Oct,khawzawl,2.0,kozhikode,0.32,HIGH
Oct,khawzawl,2.0,boudh,0.32,HIGH
Oct,baghpat,2.0,rudraprayag,0.33,HIGH
Oct,sangli,2.0,morena,0.33,HIGH
Oct,supaul,2.0,gangtok,0.33,HIGH
Oct,surajpur,2.0,upper siang,0.33,HIGH
Oct,kollam,2.0,jaisalmer,0.33,HIGH
Oct,hassan,2.0,gomati,0.33,HIGH
Oct,thiruvallur,2.0,lawngtlai,0.33,HIGH
Oct,begusarai,2.0,dibrugarh,0.33,HIGH
Oct,idukki,2.0,bhavnagar,0.33,HIGH
Oct,ludhiana,2.0,nalbari,0.33,HIGH
Oct,thiruvarur,2.0,jhansi,0.33,HIGH
Oct,dharashiv,2.0,ahmedabad,0.33,HIGH
Oct,udalguri,1.99,purba medinipur,0.33,HIGH
Oct,khunti,1.99,dharmapuri,0.33,HIGH
Oct,kolar,1.99,north middle andaman,0.33,HIGH
Oct,ahmedabad,1.99,pakur,0.33,HIGH
Oct,lakhimpur,1.99,west jaintia hills,0.33,HIGH
Oct,north tripura,1.99,nuapada,0.33,HIGH
Oct,kadapa,1.99,churu,0.33,HIGH
Oct,churachandpur,1.99,bhojpur,0.33,HIGH
Oct,madhubani,1.99,vijayapura,0.33,HIGH
Oct,kohima,1.99,golaghat,0.33,HIGH
Oct,bhiwani,1.99,kasaragod,0.33,HIGH
Oct,sawai madhopur,1.99,pauri garhwal,0.33,HIGH
Oct,buxar,1.99,kasganj,0.33,HIGH
Oct,kishanganj,1.99,beed,0.33,HIGH
Oct,bulandshahr,1.99,dibang valley,0.33,HIGH
Oct,north east,1.99,khargone west nimar,0.33,HIGH
Oct,coimbatore,1.99,kinnaur,0.33,HIGH
Oct,fatehgarh sahib,1.99,lahaul and spiti,0.33,HIGH
Oct,jorhat,1.99,panipat,0.33,HIGH
Oct,kalaburagi,1.99,bajali,0.33,HIGH
Oct,jashpur,1.98,dibang valley,0.33,HIGH
Oct,hooghly,1.98,dibang valley,0.33,HIGH
Oct,ariyalur,1.98,meluri,0.33,HIGH
Oct,narayanpet,1.98,agar malwa,0.33,HIGH
Oct,mansa,1.98,khairagarh-chhuikhadan-gandai,0.33,HIGH
Oct,datia,1.98,faridabad,0.33,HIGH
Oct,east godavari,1.98,amreli,0.33,HIGH
Oct,solan,1.98,ganjam,0.33,HIGH
Oct,madhepura,1.98,champawat,0.33,HIGH
Oct,kapurthala,1.98,srikakulam,0.34,HIGH
Oct,tapi,1.98,pashchim champaran,0.34,HIGH
Oct,gadag,1.98,fazilka,0.34,HIGH
Oct,palnadu,1.98,sangli,0.34,HIGH
Oct,west tripura,1.98,mahendragarh,0.34,HIGH
Oct,bhilwara,1.98,paschim bardhaman,0.34,HIGH
Oct,bastar,1.98,mahesana,0.34,HIGH
Oct,rajouri,1.98,sidhi,0.34,HIGH
Oct,kargil,1.98,akola,0.34,HIGH
Oct,satna,1.98,west karbi anglong,0.34,HIGH
Oct,kishtwar,1.98,visakhapatnam,0.34,HIGH
Oct,wayanad,1.98,kendrapara,0.34,HIGH
Oct,kargil,1.98,jhabua,0.34,HIGH
Oct,east godavari,1.97,kanniyakumari,0.34,HIGH
Oct,raichur,1.97,purba medinipur,0.34,HIGH
Oct,porbandar,1.97,devbhumi dwarka,0.34,HIGH
Oct,janjgir champa,1.97,arvalli,0.34,HIGH
Oct,jajpur,1.97,mokokchung,0.34,HIGH
Oct,raichur,1.97,rayagada,0.34,HIGH
Oct,khordha,1.97,chamba,0.34,HIGH
Oct,datia,1.97,shimla,0.34,HIGH
Oct,pithoragarh,1.97,damoh,0.34,HIGH
Oct,belagavi,1.97,sundargarh,0.34,HIGH
Oct,latehar,1.97,bageshwar,0.34,HIGH
Oct,sant kabir nagar,1.97,bathinda,0.34,HIGH
Oct,narayanpet,1.97,thiruvallur,0.34,HIGH
Oct,nagaur,1.97,south west khasi hills,0.34,HIGH
Oct,washim,1.97,dhar,0.34,HIGH
Oct,murshidabad,1.97,ballari,0.34,HIGH
Oct,amroha,1.97,yavatmal,0.34,HIGH
Oct,bhagalpur,1.97,malerkotla,0.34,HIGH
Oct,arwal,1.97,murshidabad,0.34,HIGH
Oct,buxar,1.97,jodhpur,0.34,HIGH
Oct,ratnagiri,1.97,gumla,0.34,HIGH
Oct,ukhrul,1.97,mainpuri,0.34,HIGH
Oct,kapurthala,1.97,mahisagar,0.34,HIGH
Oct,east,1.97,supaul,0.34,HIGH
Oct,khunti,1.97,khandwa east nimar,0.34,HIGH
Oct,dangs,1.97,hyderabad,0.34,HIGH
Oct,wokha,1.97,jajpur,0.34,HIGH
Oct,dhanbad,1.97,unakoti,0.34,HIGH
Oct,tikamgarh,1.97,ananthapuramu,0.34,HIGH
Oct,the nilgiris,1.97,kishanganj,0.35,HIGH
Oct,aurangabad,1.96,krishna,0.35,HIGH
Oct,ganganagar,1.96,west,0.35,HIGH
Oct,dharashiv,1.96,sambalpur,0.35,HIGH
Oct,gurugram,1.96,amroha,0.35,HIGH
Oct,nandyal,1.96,sonepur,0.35,HIGH
Oct,pulwama,1.96,kollam,0.35,HIGH
Oct,ranga reddy,1.96,bengaluru urban,0.35,HIGH
Oct,nalbari,1.96,gopalganj,0.35,HIGH
Oct,ganganagar,1.96,budgam,0.35,HIGH
Oct,giridih,1.96,tiruchirappalli,0.35,HIGH
Oct,adilabad,1.96,marigaon,0.35,HIGH
Oct,viluppuram,1.96,gir somnath,0.35,HIGH
Oct,suryapet,1.96,peren,0.35,HIGH
Oct,thanjavur,1.96,porbandar,0.35,HIGH
Oct,mandya,1.96,etawah,0.35,HIGH
Oct,nanded,1.96,kargil,0.35,HIGH
Oct,narmadapuram,1.96,north and middle andaman,0.35,HIGH
Oct,lucknow,1.96,muzaffarpur,0.35,HIGH
Oct,east,1.96,balasore,0.35,HIGH
Oct,gadchiroli,1.96,kancheepuram,0.35,HIGH
Oct,kaithal,1.96,buxar,0.35,HIGH
Oct,kaimur (bhabua),1.96,buxar,0.35,HIGH
Oct,siwan,1.96,south garo hills,0.35,HIGH
Oct,south tripura,1.96,alluri sitharama raju,0.35,HIGH
Oct,jashpur,1.96,aligarh,0.35,HIGH
Oct,dibrugarh,1.96,ananthapuramu,0.35,HIGH
Oct,vizianagaram,1.96,dahod,0.35,HIGH
Oct,upper subansiri,1.96,lucknow,0.35,HIGH
Oct,dhar,1.96,west singhbhum,0.35,HIGH
Oct,giridih,1.96,kra daadi,0.35,HIGH
Oct,krishnagiri,1.96,pandhurna,0.35,HIGH
Oct,kanpur nagar,1.96,kalahandi,0.35,HIGH
Oct,gandhinagar,1.95,surat,0.35,HIGH
Oct,idukki,1.95,south,0.35,HIGH
Oct,sonepur,1.95,gautam buddha nagar,0.36,HIGH
Oct,cuttack,1.95,bidar,0.36,HIGH
Oct,gautam buddha nagar,1.95,kalimpong,0.36,HIGH
Oct,ernakulam,1.95,kanniyakumari,0.36,HIGH
Oct,samba,1.95,karur,0.36,HIGH
Oct,dhule,1.95,nagpur,0.36,HIGH
Oct,munger,1.95,pandhurna,0.36,HIGH
Oct,vikarabad,1.95,ranipet,0.36,HIGH
Oct,fatehabad,1.95,satara,0.36,HIGH
Oct,gaurela pendra marwahi,1.95,balangir,0.36,HIGH
Oct,karbi anglong,1.95,karauli,0.36,HIGH
Oct,shopian,1.95,vikarabad,0.36,HIGH
Oct,pulwama,1.95,mangan,0.36,HIGH
Oct,south garo hills,1.95,champhai,0.36,HIGH
Oct,sarangarh bilaigarh,1.95,tenkasi,0.36,HIGH
Oct,yadadri bhuvanagiri,1.95,bareilly,0.36,HIGH
Oct,nadia,1.95,aizawl,0.36,HIGH
Oct,junagadh,1.95,kheda,0.36,HIGH
Oct,jodhpur,1.95,namsai,0.36,HIGH
Oct,valsad,1.95,pune,0.36,HIGH
Oct,gadag,1.95,navsari,0.36,HIGH
Oct,giridih,1.95,rewa,0.36,HIGH
Oct,charaideo,1.95,north garo hills,0.36,HIGH
Oct,balrampur,1.95,manendragarh chirmiri bharatpur,0.36,HIGH
Oct,jaisalmer,1.94,tinsukia,0.36,HIGH
Oct,eluru,1.94,pratapgarh,0.36,HIGH
Oct,kokrajhar,1.94,kaushambi,0.36,HIGH
Oct,darjeeling,1.94,khairagarh chhuikhadan gandai,0.36,HIGH
Oct,dhanbad,1.94,north 24 parganas,0.36,HIGH
Oct,bhadohi,1.94,marigaon,0.36,HIGH
Oct,shahid bhagat singh nagar,1.94,hathras,0.36,HIGH
Oct,puri,1.94,north middle andaman,0.36,HIGH
Oct,dimapur,1.94,ernakulam,0.36,HIGH
Oct,dhubri,1.94,hassan,0.36,HIGH
Oct,sheohar,1.94,mayurbhanj,0.36,HIGH
Oct,tapi,1.94,chennai,0.36,HIGH
Oct,bengaluru urban,1.94,botad,0.36,HIGH
Oct,jashpur,1.94,lower siang,0.36,HIGH
Oct,mainpuri,1.94,leh,0.36,HIGH
Oct,morena,1.94,manendragarh chirmiri bharatpur,0.36,HIGH
Oct,thiruvarur,1.94,gaurela-pendra-marwahi,0.36,HIGH
Oct,gonda,1.94,tapi,0.36,HIGH
Oct,tuensang,1.94,hailakandi,0.36,HIGH
Oct,meerut,1.94,nabarangpur,0.36,HIGH
Oct,bahraich,1.94,srikakulam,0.36,HIGH
Oct,dhemaji,1.94,nalgonda,0.36,HIGH
Oct,west siang,1.94,tuensang,0.37,HIGH
Oct,peren,1.94,central,0.37,HIGH
Oct,peren,1.94,howrah,0.37,HIGH
Oct,pathanamthitta,1.94,wokha,0.37,HIGH
Oct,bhadohi,1.94,shahjahanpur,0.37,HIGH
Oct,kottayam,1.94,paschim medinipur,0.37,HIGH
Oct,baran,1.94,jhunjhunu,0.37,HIGH
Oct,bhagalpur,1.94,solapur,0.37,HIGH
Oct,saiha,1.94,cuddalore,0.37,HIGH
Oct,chengalpattu,1.94,north 24 parganas,0.37,HIGH
Oct,fazilka,1.94,malappuram,0.37,HIGH
Oct,kishanganj,1.93,anand,0.37,HIGH
Oct,ariyalur,1.93,bengaluru south,0.37,HIGH
Oct,imphal west,1.93,srikakulam,0.37,HIGH
Oct,bikaner,1.93,jalandhar,0.37,HIGH
Oct,ghaziabad,1.93,gurugram,0.37,HIGH
Oct,tuensang,1.93,ferozepur,0.37,HIGH
Oct,alluri sitharama raju,1.93,east godavari,0.37,HIGH
Oct,seoni,1.93,kullu,0.37,HIGH
Oct,jorhat,1.93,kheri,0.37,HIGH
Oct,karur,1.93,chandigarh,0.37,HIGH
Oct,rewa,1.93,barpeta,0.37,HIGH
Oct,baramulla,1.93,kalahandi,0.37,HIGH
Oct,sonitpur,1.93,fatehgarh sahib,0.37,HIGH
Oct,gurugram,1.93,ramanathapuram,0.37,HIGH
Oct,s.a.s nagar,1.93,adilabad,0.37,HIGH
Oct,rupnagar,1.93,kolasib,0.37,HIGH
Oct,kallakurichi,1.93,dausa,0.37,HIGH
Oct,niwari,1.93,shahdara,0.37,HIGH
Oct,pakur,1.93,thiruvallur,0.37,HIGH
Oct,wokha,1.93,kota,0.37,HIGH
Oct,bilaspur,1.93,lalitpur,0.37,HIGH
Oct,garhwa,1.93,madhubani,0.37,HIGH
Oct,puducherry,1.93,dungarpur,0.37,HIGH
Oct,hailakandi,1.93,hanumangarh,0.37,HIGH
Oct,charkhi dadri,1.93,diu,0.38,HIGH
Oct,amravati,1.93,eastern west khasi hills,0.38,HIGH
Oct,palwal,1.93,eastern west khasi hills,0.38,HIGH
Oct,araria,1.93,janjgir-champa,0.38,HIGH
Oct,prayagraj,1.93,saharanpur,0.38,HIGH
Oct,bishnupur,1.93,kheri,0.38,HIGH
Oct,shaheed bhagat singh nagar,1.93,pali,0.38,HIGH
Oct,meerut,1.93,bemetara,0.38,HIGH
Oct,udalguri,1.93,pilibhit,0.38,HIGH
Oct,serchhip,1.93,keonjhar,0.38,HIGH
Oct,sri sathya sai,1.93,west godavari,0.38,HIGH
Oct,khunti,1.93,hisar,0.38,HIGH
Oct,hoshiarpur,1.92,mandsaur,0.38,HIGH
Oct,karaikal,1.92,sabar kantha,0.38,HIGH
Oct,purnia,1.92,mahesana,0.38,HIGH
Oct,paschim medinipur,1.92,namsai,0.38,HIGH
Oct,salem,1.92,dhemaji,0.38,HIGH
Oct,deogarh,1.92,kumuram bheem asifabad,0.38,HIGH
Oct,nandyal,1.92,bharatpur,0.38,HIGH
Oct,siang,1.92,udhampur,0.38,HIGH
Oct,kabeerdham,1.92,chennai,0.38,HIGH
Oct,godda,1.92,shrawasti,0.38,HIGH
Oct,baramulla,1.92,simdega,0.38,HIGH
Oct,siaha,1.92,rajanna sircilla,0.38,HIGH
Oct,lower dibang valley,1.92,mohla-manpur-ambagarh chouki,0.38,HIGH
Oct,harda,1.92,bagalkote,0.38,HIGH
Oct,nadia,1.92,katihar,0.38,HIGH
Oct,ernakulam,1.92,udalguri,0.38,HIGH
Oct,karimnagar,1.92,aizawl,0.38,HIGH
Oct,chandel,1.92,ranga reddy,0.38,HIGH
